company_name,gmaps_rating,gmaps_reviews,gmaps_status,gmaps_category
არქმშენექსპერტი,5.0,0,found,სამშენებლო კომპანია
არჩეული,5.0,0,found,სამშენებლო კომპანია
აფხაზეთი 2012,4.8,0,open,უძრავი ქონების დეველოპერი
ახალი მსოფლიო NW,5.0,0,found,
ბაბანური,5.0,0,found,სამშენებლო კომპანია
ბათუმი პლაზა,5.0,0,found,სამშენებლო კომპანია
ბამა,5.0,0,found,სამშენებლო კომპანია
ბასა + 2008,5.0,0,found,
ბატ–ბილდერი,5.0,0,found,სამშენებლო კომპანია
ბენეტ & ბენეტ კაპიტალი,4.6,49,found,
ბერკო,5.0,0,open,
ბოვი,5.0,0,found,სამშენებლო კომპანია
ბონესერ ტრეიდინგ ლიმიტედის წარმომადგენლობა თბილისში,5.0,0,found,სამშენებლო კომპანია
ბუკი,5.0,0,found,სამშენებლო კომპანია
გ. და მ.,5.0,0,found,
გეგი,5.0,0,open,სამშენებლო კომპანია
გიო 2007,5.0,0,open,სამშენებლო კომპანია
გიო&კომპანია XXI,5.0,0,found,სამშენებლო კომპანია
გიროს +,5.0,0,open,building materials
გლობალმშენი,5.0,0,found,სამშენებლო კომპანია
გორმშენი–2,5.0,0,found,სამშენებლო კომპანია
გრი–ბილდინგ,4.7,3,found,
გრუპპო ვია,5.0,0,found,სამშენებლო კომპანია
დ. გ. ევროკომპანი,5.0,0,open,უძრავი ქონების დეველოპერი
დაირი 2013,,0,found,building materials
დარიალი–55,5.0,0,found,სამშენებლო კომპანია
დაჩი,5.0,0,found,სამშენებლო კომპანია
დედაბოძი,5.0,0,found,სამშენებლო კომპანია
დიეს გრუპ,5.0,0,open,უძრავი ქონების დეველოპერი
დრიმ ჰაუს,5.0,0,open,სამშენებლო კომპანია
ეგრისი 11,5.0,0,open,უძრავი ქონების დეველოპერი
ევრომშენი 2014,5.0,0,open,სამშენებლო კომპანია
ევროფასადი,5.0,0,open,
ელიტ +,5.0,32,found,
ენკი,5.0,0,found,სამშენებლო კომპანია
ერ–თი–ჯი,5.0,0,open,
ერთობა ჯორჯია,4.7,96,found,
ექსონი,5.0,0,found,
ვეფა,5.0,0,found,სამშენებლო კომპანია
ზაგელ XXI,5.0,0,open,
ზაზა,5.0,0,open,
ზურმუხტი,5.0,0,open,
თანი,5.0,0,open,
თი ჯგუფი,5.0,0,open,
იბერია სითი,4.1,0,open,
იკა–97,,0,found,
იმედი,4.8,0,open,
იმერეთი +,5.0,0,open,
ინტურისტმშენი,5.0,0,open,
იოტა ჯგუფი,5.0,2,found,
კავალერი,5.0,0,found,სამშენებლო კომპანია
კანტი,5.0,0,found,
კარკასი XXI,5.0,0,found,სამშენებლო კომპანია
კახინვესტი,5.0,0,found,სამშენებლო კომპანია
კნდ–10,5.0,0,open,სამშენებლო კომპანია
კოლხეთი გრუპი,5.0,0,open,
კომპანია კ 2,5.0,0,found,
კომფორტ-კომუნიკაცია,5.0,1,found,
კონდა,5.0,0,found,სამშენებლო კომპანია
კონკა,5.0,0,found,სამშენებლო კომპანია
კორდი 2009,5.0,0,open,სამშენებლო კომპანია
ლათინ ჯორჯიან ინტერნაციონალ,5.0,0,found,სამშენებლო კომპანია
ლამფალაში,5.0,0,found,სამშენებლო კომპანია
ლანორი,5.0,0,open,სამშენებლო კომპანია
ლანჩხუთი–მშენებელი,5.0,0,found,სამშენებლო კომპანია
ლაშა 2012,5.0,0,found,სამშენებლო კომპანია
ლიბ კონსტრაქშენი,5.0,0,open,სამშენებლო კომპანია
ლიბრა,4.3,0,open,
ლიდერ დეველოპმენდი,4.9,11,found,
ლიდერ_ბილდერი,5.0,0,found,სამშენებლო კომპანია
ლომისა,5.0,3,found,
ლუკა 2004,,0,found,
ლუნარ გლობე,5.0,0,found,
მ.კ და კომპანია,5.0,0,found,სამშენებლო კომპანია
მათე–2015,5.0,0,open,
მარიამი 2009,5.0,0,found,სამშენებლო კომპანია
მარს ბილდინგს,5.0,0,found,სამშენებლო კომპანია
მაღლივმშენი,5.0,0,found,სამშენებლო კომპანია
მეგა პლიუსი,5.0,0,found,
მედიმექსი,5.0,0,found,სამშენებლო კომპანია
მემორიალი,5.0,0,found,
მინი 77,5.0,0,open,
მოდერნ ბილდინგი,5.0,0,open,უძრავი ქონების დეველოპერი
მოდერნ სითი,5.0,0,open,უძრავი ქონების დეველოპერი
მშენებელი 2006,5.0,0,found,სამშენებლო კომპანია
მშენებელი 2010,5.0,0,open,
მშენებელი 2014,5.0,0,open,
მწვანე გზა,5.0,0,open,
ნანაკო,5.0,0,found,სამშენებლო კომპანია
ნარდი,4.7,0,open,
ნიუ აჭარა,5.0,0,open,
ნიუ ბილდინგ გრუპ,5.0,0,open,
ნიუ ვეის,5.0,0,open,
ნიუ ლაიფ,5.0,0,open,
ნიუ–კერია,4.9,0,open,
ნოზა +,5.0,0,found,სამშენებლო კომპანია
ოაზისი 2012,,0,found,
ორიენტი,5.0,0,found,სამშენებლო კომპანია
პარმა,5.0,0,found,სამშენებლო კომპანია
პირველი–მ,5.0,0,found,სამშენებლო კომპანია
პორტო Fim,,0,not_found,
რესტავრატორი 1969,,0,found,building materials
საბა გეორგია,,0,open,
სამთა,5.0,0,found,სამშენებლო კომპანია
სამშენებლო კომპანია რეფა,5.0,0,found,სამშენებლო კომპანია
სამშენებლო–სამონტაჟო საექსპლუატაციო საწარმო ჩელიაბინსკტრანსსიგნალი–ს საქართველოს ფილიალი,5.0,0,found,სამშენებლო კომპანია
სანი მ,5.0,0,open,
საქართველოს განახლებადი ენერგეტიკის კომპანია,4.8,0,open,
საყრდენი კედელი,5.0,0,found,სამშენებლო კომპანია
სეგმენტი,5.0,0,open,სამშენებლო კომპანია
სერვის ჯგუფი 2007,5.0,0,found,
სიდა,5.0,0,open,
სტარ ლაინი,5.0,0,open,
სფინქსი,5.0,0,found,სამშენებლო კომპანია
სწრაფ მშენი,5.0,0,found,სამშენებლო კომპანია
ტრანს ინვესტ კაპიტალ–სამშენებლო მენეჯმენტი,5.0,0,open,სამშენებლო კომპანია
ფილე,5.0,0,open,
ფრეიმი,5.0,0,found,სამშენებლო კომპანია
ფრონტონი,5.0,0,found,სამშენებლო კომპანია
ქლინ სერვისი,5.0,0,open,
შმაგი,5.0,0,found,სამშენებლო კომპანია
შტრაბაგ ეი ჯი–ს ფილიალი საქართველოში,5.0,0,open,
ცისკარი 2015,4.5,0,found,
ძმები,5.0,0,open,
წყნეთი ჰაუსი,5.0,0,found,
ჯეო ჯგუფი,4.3,112,found,
ჯეობილდ,5.0,0,open,
ჯეოსერვისი+,,0,not_found,
ჯი დი ემ კომპანი,5.0,0,open,სამშენებლო კომპანია
ჯი თი ბი,5.0,0,open,
ჯი თი სი გრუფი,5.0,0,open,
ჯიჯი და მეგობრები,5.0,0,open,სამშენებლო კომპანია
ჯორჯიან აირონ ქინგ,5.0,0,open,სამშენებლო კომპანია
ჯორჯიან კომფორტ გრუპი,5.0,1,found,
ჰაუსარტ სერვისი,4.8,0,found,
ჰოტელ ოაზისი,5.0,0,open,
GEO-PROFILE GROUP,5.0,0,open,
Georgia Invest,5.0,0,open,
Georgian Genesis,5.0,0,open,სამშენებლო კომპანია
KOLHIDELI,5.0,0,open,
Magiran company,5.0,0,open,სამშენებლო კომპანია
MAR-KES,5.0,0,open,
NEW LAZIKA GROUP,5.0,0,open,
Promer +,5.0,0,found,სამშენებლო კომპანია
ალბე 777,5.0,0,found,
ალიონი–99,5.0,0,found,სამშენებლო კომპანია
არმაზი,5.0,0,open,
არსი–ბათუმი,5.0,0,found,უძრავი ქონების დეველოპერი
ბარათა ჯგუფი,5.0,0,open,სამშენებლო კომპანია
ბოვან,5.0,0,found,სამშენებლო კომპანია
ბუხარა,5.0,0,open,
გთ კომპანია,5.0,0,open,
გიო გრუპი,5.0,0,found,
გონი 2007,5.0,0,open,სამშენებლო კომპანია
ეი ჯი ემ მშენჯგუფი,5.0,0,found,უძრავი ქონების დეველოპერი
ენ.ბი.გრუპ,5.0,0,open,სამშენებლო კომპანია
ვილბრუკ მენეჯმენტ ჯორჯია,5.0,0,open,სამშენებლო კომპანია
ზარი,5.0,0,open,
ზუგომშენი,5.0,0,found,სამშენებლო კომპანია
თერმო,5.0,0,open,
იზოლსერვისი,5.0,0,open,სამშენებლო კომპანია
ინჟმშენი,5.0,0,open,სამშენებლო კომპანია
კაპიტალმშენი,5.0,0,found,სამშენებლო კომპანია
კაპიტელი ჯი,5.0,0,found,სამშენებლო კომპანია
მბჯ,5.0,0,found,სამშენებლო კომპანია
მექანიკა,5.0,0,found,სამშენებლო კომპანია
მზიური XXI+,5.0,0,found,
მზიური ველი,,0,not_found,
მონოლითმშენი,5.0,0,found,
მშენ–გროუფ,5.0,0,found,სამშენებლო კომპანია
პკჰ,5.0,0,found,სამშენებლო კომპანია
რედიტი,5.0,0,open,
რონინი სიტი,5.0,0,open,უძრავი ქონების დეველოპერი
საერთაშორისო საგზაო კორპორაცია,5.0,0,found,სამშენებლო კომპანია
სანსეტ ვილიჯ,5.0,0,found,
საუკმშენი,5.0,0,open,
სენთი–სისტემა,5.0,0,found,სამშენებლო კომპანია
სთილ ფრეიმ სისთემს ჯორჯია,5.0,0,open,
სი–ეს–ემ ბიზნეს ჯგუფი,5.0,0,found,სამშენებლო კომპანია
სინათლე–2,5.0,0,found,სამშენებლო კომპანია
სპორტ–არენა,4.5,0,open,
უნივერსალური სამშენებლო ჯგუფი,5.0,0,open,სამშენებლო კომპანია
ფიროსმანი,5.0,0,found,
ჯ.ს.ბ. საქართველო,5.0,0,open,სამშენებლო კომპანია
ჯეო ტრანს 2009,4.7,0,open,
ჯითიაი სოფ კომპანი,5.0,0,open,
ჯორჯიან ალკონტრეიდ,5.0,0,open,
ჯორჯიან მეტალ კომპანი,5.0,0,open,
A.B. Group,5.0,0,found,
Artifex,5.0,0,open,
GEL-100,5.0,0,found,სამშენებლო კომპანია
PATE-02,5.0,0,found,სამშენებლო კომპანია
VILLA,5.0,0,found,უძრავი ქონების დეველოპერი
YAPI GUC GEORGIA,5.0,0,open,
ად ქონუთ ინშაათ მაქინა ელექტრიქ თააჰუთ თიჯარეთ,5.0,0,open,
ავტო–მეტალურგ–მშენი,5.0,0,found,სამშენებლო კომპანია
აი–ეს–პი ფაუნდეიშენ,5.0,0,found,სამშენებლო კომპანია
ამბრელა კორპორეიშენი,3.9,32,found,
ანაგი–ბათუმი,4.8,0,open,სამშენებლო კომპანია
არსი–ტექ,5.0,0,found,სამშენებლო კომპანია
ატეფი,5.0,0,found,
ბაბუ,5.0,0,found,სამშენებლო კომპანია
ბერმუდი +,5.0,0,found,სამშენებლო კომპანია
ბიბო,5.0,0,open,
ბრიდჯ ბილდ,5.0,0,found,
გეო–მასტერ გრუპ,5.0,0,found,სამშენებლო კომპანია
გიო და კომპანია,5.0,0,open,სამშენებლო კომპანია
დ პლუსი,4.8,0,open,
დიზაინმშენსერვისი,5.0,0,found,სამშენებლო კომპანია
დომინუსი,5.0,0,found,სამშენებლო კომპანია
ევროჰოლდინგი,5.0,0,open,სამშენებლო კომპანია
ერღოკატ მაკედონია ა.ტ.ე.ვ.ე–ს საქართველოს ფილიალი,4.3,3,found,
ზედაველა,5.0,0,found,სამშენებლო კომპანია
თბილისი ფროფერთიზ გრუპი,5.0,0,found,სამშენებლო კომპანია
თბილფოლადკონსტრუქცია,5.0,0,found,სამშენებლო კომპანია
თექ–ევ ინშაათ დექორასიონ თააჰჰუთ იჩ ვე დიშ თიჯარეთ ლიმითედ შირქეთი–ს ფილიალი საქართველოში,5.0,0,found,სამშენებლო კომპანია
იბერია ა.ა,4.2,0,open,
იბერია–ბილდი,5.0,0,found,სამშენებლო კომპანია
იკა,5.0,0,open,
ირაო მაგნატ გუდიაშვილი,4.8,0,open,
კომპანია გალს,5.0,0,open,უძრავი ქონების დეველოპერი
კომპენ ჯორჯია,4.6,0,open,
კონტრაქტმშენი,5.0,0,found,სამშენებლო კომპანია
კოპალა–მ,4.5,0,found,
ლიდერი,4.8,4,found,
ლილო ბილდინგ,5.0,0,found,
ლოპალი,5.0,0,found,სამშენებლო კომპანია
მაკრომშენი,5.0,0,open,
მახუნცეთი 2013,5.0,0,found,სამშენებლო კომპანია
მეტეხი 15,5.0,0,found,სამშენებლო კომპანია
მეშვიდე ცა +,5.0,0,found,სამშენებლო კომპანია
მპეტოკატ ა.ე.–ს ფილიალი საქართველოში,5.0,0,found,
მშენებელი 2004,5.0,0,found,სამშენებლო კომპანია
მშენებელი დ.დ. აჩი,5.0,0,found,სამშენებლო კომპანია
ნ პლუსი,5.0,0,found,სამშენებლო კომპანია
ნალი და კომპანია,5.0,0,found,სამშენებლო კომპანია
ნაფა+,5.0,0,found,სამშენებლო კომპანია
ნბჯ,5.0,0,found,სამშენებლო კომპანია
ნიაკა,5.0,0,open,
ოპტიმა 07,5.0,0,open,სამშენებლო კომპანია
ორბიტა–ბ,4.7,0,open,
პროექტმშენი,5.0,0,found,სამშენებლო კომპანია
რიელთი გრუპ,5.0,0,open,
რიონი,5.0,0,open,
როდო პოლისი,5.0,0,open,უძრავი ქონების დეველოპერი
როუდი Road,5.0,0,open,
სამშენებლო კომპანია ბათუმი,5.0,0,found,სამშენებლო კომპანია
საწარმოო–კომერციული ფირმა მერანი,5.0,0,open,
სერვის პლიუსი,5.0,0,found,სამშენებლო კომპანია
სითი დიველოფმენთ გრუპი,5.0,0,found,სამშენებლო კომპანია
სითი პარკი ბათუმი,5.0,0,found,
სპარსული სახლი,5.0,0,found,სამშენებლო კომპანია
უმუთ ინ ჯორჯია,5.0,0,open,
უნიმშენი+,5.0,0,open,სამშენებლო კომპანია
უჩგენ ჯორჯია,5.0,0,found,სამშენებლო კომპანია
ფონი,5.0,0,found,სამშენებლო კომპანია
ქარავანი - XXI,5.0,0,found,სამშენებლო კომპანია
ქართუ მშენებელი,5.0,0,found,სამშენებლო კომპანია
ქარუმ ჯორჯია,5.0,0,found,სამშენებლო კომპანია
ქედა ბილდინგ გრუპი,5.0,0,open,სამშენებლო კომპანია
წყნეთი დეველოპმენტი,5.0,0,open,უძრავი ქონების დეველოპერი
ჯენაკო,5.0,0,found,სამშენებლო კომპანია
ჯეობილდი,5.0,0,found,სამშენებლო კომპანია
ჯორჯიან ექსპრეს კომპანი,3.8,0,open,
ჯორჯიან ქონსთრაქშნ ინქორფორეითიდ ჯი.სი.აი,5.0,0,open,
ჰუაჩუან ჯორჯია ლიმიტედ კომპანი,4.9,14,found,
ენჯი და კომპანია,5.0,0,found,სამშენებლო კომპანია
ერა 2011,5.0,0,open,
ნიჩბურა,5.0,0,open,
ფაუერ ტრანს,4.7,0,open,
ESCo-Georgia,3.3,0,open,
თბილისი–2,5.0,0,open,
VERTEX,,0,not_found,
აბგ,5.0,0,found,სამშენებლო კომპანია
სიმუნოვიც კრისტიან & სია ო.ე საქართველოს ფილიალი,5.0,0,found,სამშენებლო კომპანია
შართო,5.0,0,open,
ჯი არ დი სი,5.0,0,open,უძრავი ქონების დეველოპერი
ჯი ქეი გრუპ,5.0,0,found,სამშენებლო კომპანია
ენ. ერ. ჯი,4.8,0,open,
მ-კლუბი,5.0,0,found,სამშენებლო კომპანია
მშენსერვისი,5.0,0,found,სამშენებლო კომპანია
ისტერნ კონსტრაქტინგი,5.0,0,found,სამშენებლო კომპანია
წარაქვი,5.0,0,open,
ინტერ ჯგუფი,5.0,0,open,სამშენებლო კომპანია
მებუკე,5.0,0,found,
საპროექტო სამშენებლო სარემონტო ფირმა მეგასი,3.2,0,open,სამშენებლო კომპანია
საქმშენინვესტი,5.0,0,open,
ჯე.ემ.ზე. კომპანი,5.0,0,found,სამშენებლო კომპანია
ვინდოორი,5.0,0,found,სამშენებლო კომპანია
ვორქმენი,5.0,0,found,სამშენებლო კომპანია
მშენებელი XXl,5.0,0,found,სამშენებლო კომპანია
ხირსა,5.0,0,found,სამშენებლო კომპანია
ჯი–ეს–ჯი 2008,5.0,0,open,უძრავი ქონების დეველოპერი
BVG GEORGIA ბივიჯი ჯორჯია,5.0,0,open,სამშენებლო კომპანია
ბიემ კომპანი,5.0,0,found,სამშენებლო კომპანია
ბრაით თაუნ,5.0,0,open,სამშენებლო კომპანია
ეუბე ჯორჯია,5.0,0,open,სამშენებლო კომპანია
ოქროს კვეთი,5.0,0,open,სამშენებლო კომპანია
სკინდორი,5.0,0,open,
ტრანს–ინერტი,4.9,0,open,სამშენებლო კომპანია
აზერბაიჯანის სამშენებლო კომპანია,5.0,0,found,სამშენებლო კომპანია
დაიცი,5.0,0,open,სამშენებლო კომპანია
კუბიკ 1,5.0,0,found,სამშენებლო კომპანია
გრანდ კონსტრაქშენ,5.0,0,open,უძრავი ქონების დეველოპერი
დავით კეიდიას სამშენებლო კომპანია,5.0,0,found,
იბერია მშენსერვისი,5.0,0,found,სამშენებლო კომპანია
კავშირტექნოლოგიები,5.0,0,open,სამშენებლო კომპანია
კოხტის ძირი 2010,5.0,0,found,სამშენებლო კომპანია
სახლმშენი,5.0,0,found,სამშენებლო კომპანია
სოფელი ბოსლები,5.0,3,found,
ინტერმშენი 2009,5.0,0,open,უძრავი ქონების დეველოპერი
ფიქალი +,5.0,0,found,სამშენებლო კომპანია
ხედი,5.0,0,found,სამშენებლო კომპანია
ა.ნ.ი,5.0,0,found,სამშენებლო კომპანია
ელ-პარნასი,5.0,0,found,სამშენებლო კომპანია
ვამკო,5.0,0,open,
თიბიჯი,5.0,0,open,სამშენებლო კომპანია
ნოუ ჰაუზ,5.0,0,open,სამშენებლო კომპანია
ოლიმპი,4.5,0,open,
საინჟინრო–სამშენებლო ჯგუფი,5.0,0,open,სამშენებლო კომპანია
SERENA,5.0,0,open,
TRANSMSHENI,,0,not_found,
ალთინსოი ინშაათ თააჰჰუთ პროჟე ვე თიჯარეთის ბათუმის ფილიალი,4.7,0,open,
ბიე,5.0,0,found,სამშენებლო კომპანია
გიჩა +,5.0,0,open,
გრაალი,5.0,0,open,
ენერგეტიკული ალიანსი,4.3,0,open,უძრავი ქონების დეველოპერი
საბმშენი,5.0,0,open,
ტექტორი გთ,5.0,0,open,
ლოიალ კაპიტალ ფროფერთი – საქართველო,5.0,0,open,
მშენებელი–21,5.0,0,found,
დელტა ჰოლდინგი,5.0,0,found,სამშენებლო კომპანია
ბათუმმშენინვესტი,5.0,0,open,
გრუსია,5.0,0,open,სამშენებლო კომპანია
პლანეტ პერფექტო,5.0,1,found,
ჯორჯიან ინჟინირინგი,,0,open,
იკორთა,5.0,1,found,
ბესთ ბილდერ ინტერნეშენალ კომპანი,5.0,0,found,სამშენებლო კომპანია
სამშენებლო კომპანია არკო,5.0,6,found,
ELITE DEVELOPMENT,5.0,0,open,უძრავი ქონების დეველოპერი
ინეო,5.0,0,found,სამშენებლო კომპანია
მირაქსი,5.0,1,found,
ნოზა 2018,5.0,0,found,სამშენებლო კომპანია
ტიფლისი,5.0,0,found,
აკა,4.0,0,open,
მაი ბილდინგ,5.0,0,found,სამშენებლო კომპანია
მიდთაუნგრუპ,5.0,0,found,სამშენებლო კომპანია
გურუ ჰოლდინგ,5.0,0,found,
მაქრო ქონსთრაქშენ,4.5,0,open,სამშენებლო კომპანია
დემაქს ონიაშვილი,4.0,0,open,უძრავი ქონების დეველოპერი
ჯორჯიან გრუპ,5.0,0,open,სამშენებლო კომპანია
ბაგები სითი ჯგუფი,5.0,0,open,უძრავი ქონების დეველოპერი
ოქტანი,5.0,0,found,სამშენებლო კომპანია
კიბის კომპანია,5.0,0,open,
რეფორმა,3.7,3,found,
გეო ვესტ ინდუსტრი,5.0,0,found,სამშენებლო კომპანია
დიკა კონსტრაქშენი,5.0,0,found,
ია–ფეთ იალჩინ პეტროლ თურიზმ თიჯარეთ–ის  წარმომადგენლობა საქართველოში,5.0,0,open,
ნიუ ბრენდ,5.0,0,open,
სი ლეველ გრუპი,5.0,0,found,სამშენებლო კომპანია
ფ.ს.გ.,5.0,0,found,სამშენებლო კომპანია
ZMK,4.3,3,found,
ვესთ დეველოპმენტი,5.0,0,found,სამშენებლო კომპანია
თი ბი ჯი,5.0,0,found,სამშენებლო კომპანია
მ.დ.კ.+,5.0,0,found,
სმარგი,5.0,0,open,სამშენებლო კომპანია
ა.ტ. პროექტ,5.0,0,found,სამშენებლო კომპანია
ჩემპიონთა სახლი,5.0,3,found,
აი–სი–ი–ეს ICES,5.0,0,open,
დავით ოდიშელიძე,5.0,0,found,სამშენებლო კომპანია
ელიტა ბურჯი,5.0,32,found,
ლიმესი,5.0,0,open,სამშენებლო კომპანია
სეა სტარ,4.8,0,found,
ქუალითი კონსტრაქშენ,5.0,0,found,სამშენებლო კომპანია
ჯორჯიან კონსტრაქშენ კომპანი,5.0,0,open,
ინტერსტანდარტ საბურთალო,5.0,0,open,
თორი დეველოპმენტ,5.0,0,open,სამშენებლო კომპანია
მშენალიანსი,5.0,0,found,სამშენებლო კომპანია
აი,5.0,0,found,სამშენებლო კომპანია
აისი,5.0,1,found,
იმპორტსერვისი,5.0,0,found,სამშენებლო კომპანია
სამეცნიერო საწარმოო კომპანია სოვბი,5.0,0,found,სამშენებლო კომპანია
ვინსონი,5.0,0,open,სამშენებლო კომპანია
ბილდლაინ ქონსთრაქშენი,5.0,0,open,სამშენებლო კომპანია
შპს აიპიემეს,5.0,0,found,სამშენებლო კომპანია
ტრანსმშენი,,0,not_found,
სამშენებლო კომპანია ადლი,1.0,1,found,
არქტური,5.0,3,found,
თიზი ჯგუფი,5.0,0,found,სამშენებლო კომპანია
სამეცნიერო-საწარმოო კომპანია ელ-ეს-ჯი,5.0,0,found,სამშენებლო კომპანია
მექანი,5.0,0,found,სამშენებლო კომპანია
იქს-იგრეკ-ზეტ ქონსთრაქშენი,5.0,0,found,სამშენებლო კომპანია
ოპტიმუსი,5.0,0,open,სამშენებლო კომპანია
ედემი,5.0,0,found,
იკორთა 2007,5.0,1,found,
ოპიზარი,,0,not_found,
პრიმა პლიუსი,5.0,0,open,უძრავი ქონების დეველოპერი
რებილდი,5.0,0,found,სამშენებლო კომპანია
ანკო,5.0,6,found,
ბილდმორ ქონსთრაქშენი,5.0,0,found,სამშენებლო კომპანია
ეი თი დეველოპმენტი,5.0,0,open,სამშენებლო კომპანია
ირბის,5.0,0,found,სამშენებლო კომპანია
მეგა ჰოლდინგი,4.7,0,open,
ოლდ ბათუმი,4.7,0,found,
უსტა დეველოპმენტ,5.0,3,found,
ქართულ ესპანური სამშენებლო კომპანია 2017,5.0,0,open,უძრავი ქონების დეველოპერი
ალაბვაზ რეალ ესთეით კომპანი,5.0,0,open,სამშენებლო კომპანია
ბინა კო,5.0,0,found,
ემ-ემ-ჯი ჯგუფი,5.0,0,found,
სი ბი არ,5.0,0,found,სამშენებლო კომპანია
ჰაუზაკადემია,5.0,0,found,სამშენებლო კომპანია
GT+ კომპანი,5.0,1,found,
თხუნელა+,5.0,0,found,სამშენებლო კომპანია
კომპაქტ დეველოპმენტი,5.0,0,found,სამშენებლო კომპანია
სფერა,4.4,0,open,სამშენებლო კომპანია
ახალი ტექნოლოგიები 2011,5.0,0,found,
მეტი დეველოპმენტი,4.9,0,open,სამშენებლო კომპანია
პრემიუმ  ჯგუფი,5.0,0,open,
სიეიჩ ჯგუფი CH Group,4.2,5,found,
ფენიქსი,4.4,0,open,
მოედანი,5.0,0,open,უძრავი ქონების დეველოპერი
ნგს გრუპ,5.0,0,open,სამშენებლო კომპანია
რესტავრატორები და კომპანია,5.0,3,found,
ჰიქ ქომფანი,5.0,1,found,
სი. აი. ჯი,5.0,0,found,
აღმაშენებელი ქუთაისი,,0,open,
იბერია ალიანსი,5.0,0,found,
ბკ ქონსთრაქშენი,,0,open,უძრავი ქონების დეველოპერი
სახლი გოგებაშვილზე,5.0,0,found,სამშენებლო კომპანია
ინტეგრალი 333,5.0,0,found,
დექსუს,5.0,0,open,სამშენებლო კომპანია
Ventus group,5.0,0,open,სამშენებლო კომპანია
თექთ ინტერნეშენალი,5.0,0,found,სამშენებლო კომპანია
როდოსი,5.0,0,open,სამშენებლო კომპანია
სნეილი,5.0,0,open,
ტიფლის ბილდინგი,5.0,0,found,სამშენებლო კომპანია
პაულ შულერ უნდ ირაო გრუპ,5.0,2,found,
როსს ჰოლდინგ–ის ფილიალი როსს ჰოლდინგი საქართველო,4.7,0,open,უძრავი ქონების დეველოპერი
ჩეხური სახლი,5.0,2,found,
დექსუს დეველოპმენტ,5.0,0,open,სამშენებლო კომპანია
იბერია კონსტრაკშენ,5.0,0,found,სამშენებლო კომპანია
ოლიმპიური ვარსკვლავი,5.0,0,found,სამშენებლო კომპანია
ალიონი-მშენი,5.0,0,found,სამშენებლო კომპანია
ენგი,5.0,0,found,სამშენებლო კომპანია
